ext,proj_name,type,len,text,referencedLine
ts,TypeScript,block,15,"// --------------------<----------------------------------------------<------------------------------<-------------------||----------------------------
// dist/haha.d.ts      <- dist/haha, dist/haha.js                     <- ""@app/*"": [""./dist/*.d.ts""] <- @app/haha        || (none)
// dist/haha.d.ts      <- dist/haha, dist/haha.js                     <- ""@app/*"": [""./dist/*""]      <- (none)           || @app/haha, @app/haha.js
// dist/foo/index.d.ts <- dist/foo, dist/foo/index, dist/foo/index.js <- ""@app/*"": [""./dist/*.d.ts""] <- @app/foo/index   || (none)
// dist/foo/index.d.ts <- dist/foo, dist/foo/index, dist/foo/index.js <- ""@app/*"": [""./dist/*""]      <- (none)           || @app/foo, @app/foo/index, @app/foo/index.js
// dist/wow.js.js      <- dist/wow.js, dist/wow.js.js                 <- ""@app/*"": [""./dist/*.js""]   <- @app/wow.js      || @app/wow, @app/wow.js
//
// The ""Filename Result"" can be generated only if `pattern` has an extension. Care must be taken that the list of
// relative module specifiers to run the interpolation (a) is actually valid for the module resolution mode, (b) takes
// into account the existence of other files (e.g. 'dist/wow.js' cannot refer to 'dist/wow.js.js' if 'dist/wow.js'
// exists) and (c) that they are ordered by preference. The last row shows that the filename result and module
// specifier results are not mutually exclusive. Note that the filename result is a higher priority in module
// resolution, but as long criteria (b) above is met, I don't think its result needs to be the highest priority result
// in module specifier generation. I have included it last, as it's difficult to tell exactly where it should be
// sorted among the others for a particular value of `importModuleSpecifierEnding`.","const candidates: { ending: ModuleSpecifierEnding | undefined; value: string; }[] = allowedEndings.map(ending => ({
                ending,
                value: processEnding(relativeToBaseUrl, [ending], compilerOptions),
            }));"
ts,n8n,singleton,1,//https://docs.microsoft.com/en-us/graph/api/todotasklist-get?view=graph-rest-1.0&tabs=http,}
ts,angular,inline,1,/* capture= */,","
ts,vscode,block,1,/** @description documentsWithPromises */,let original: IReference<IResolvedTextEditorModel> | undefined;
ts,vscode,singleton,1,"// with the command center enabled, we should always show","if (configurationService.getValue<boolean>(LayoutSettings.COMMAND_CENTER)) {
		return false;
	}"
ts,n8n,singleton,1,// https://docs.aws.amazon.com/AmazonS3/latest/API/API_DeleteBucket.html,"if (operation === 'delete') {
						const name = this.getNodeParameter('name', i) as string;

						responseData = await awsApiRequestSOAP.call(
							this,
							`${name}.s3`,
							'DELETE',
							'',
							'',
							{},
							headers,
						);
						const executionData = this.helpers.constructExecutionMetaData(
							this.helpers.returnJsonArray({ success: true }),
							{ itemData: { item: i } },
						);
						returnData.push(...executionData);
					}"
ts,angular,block,4,"// DELETE: oldKey key is missing or we did not find the oldKey in the newValue
// (because the keyValueArray is sorted and `newKey` is found later alphabetically).
// `""background"" < ""color""` so we need to delete `""background""` because it is not found in the
// new array.",oldIndex += 2;
ts,n8n,singleton,1,//https://developer.infusionsoft.com/docs/rest/#!/Product/listProductsUsingGET,"if (operation === 'getAll') {
					const returnAll = this.getNodeParameter('returnAll', i);
					const filters = this.getNodeParameter('filters', i);
					keysToSnakeCase(filters);
					Object.assign(qs, filters);
					if (returnAll) {
						responseData = await keapApiRequestAllItems.call(
							this,
							'products',
							'GET',
							'/products',
							{},
							qs,
						);
					} else {
						qs.limit = this.getNodeParameter('limit', i);
						responseData = await keapApiRequest.call(this, 'GET', '/products', {}, qs);
						responseData = responseData.products;
					}
				}"
ts,TypeScript,inline,1,/*allowSourceMaps*/,","
ts,vscode,singleton,1,// check if the port is a valid integer value,const portMatch = match.match(UrlFinder.extractPortRegex);
ts,n8n,block,3,"// ----------------------------------
//         deal:update
// ----------------------------------",requestMethod = 'PUT';
ts,angular,singleton,1,// Every iteration of the loop requires that we go to the declared parent.,declarationViewOffset++;
ts,vite,block,4,"// This will trigger incorrectly if `export default` is contained
// anywhere in a string. Svelte and Astro files can't have
// `export default` as code so we know if it's encountered it's a
// false positive (e.g. contained in a string)","if (!p.endsWith('.vue') || !js.includes('export default')) {
          js += '\nexport default {}'
        }"
ts,n8n,block,2,"// Check if any of the parent nodes does not have any inputs. That
// would mean that it has to get added to the list of nodes to process.","const parentNodes = workflow.getParentNodes(
							inputData.node,
							NodeConnectionTypes.Main,
							-1,
						);"
ts,angular,singleton,1,"// Find the index of first attribute that has no value, only a name.",const nameOnlyMarkerIdx = nodeAttrs !== null ? getNameOnlyMarkerIndex(nodeAttrs) : 0;
ts,TypeScript,inline,1,/*onKey*/,(
ts,vscode,block,2,"// so that users don't have to wait for the hover to load
// just to click into the one override there is.",this.scopeOverridesIndicator.element.style.display = 'inline';
